TR1,TR2,TP1,TP2
44329341,216115900,44262580,216049283
44503465,215923880,44436696,215857239
44590526,216052856,44523776,215986242
44372470,215926846,44305727,215860234
44480556,216061974,44413795,215995348
44149782,215954467,44083037,215887850
44063707,215995494,43996952,215928869
44099552,216082005,44032800,216015392
44070883,216112213,44004131,216045597
44050916,215873114,43984168,215806492
44098119,215914987,44031366,215848377
44004056,216009036,43937322,215942440
44046697,215951550,43979947,215884951
43988477,215976515,43921717,215909891
44093020,215946723,44026271,215880100
44071103,216087413,44004353,216020801
44040535,216056530,43973786,215989929
44268481,216091748,44201743,216025151
44244521,215929886,44177763,215863255
44222574,216021435,44155832,215954834
44378355,216000344,44311600,215933709
44229525,215928994,44162763,215862379
44066345,216040484,43999585,215973847
43971277,216139111,43904516,216072499
43954079,216092299,43887335,216025697
43964583,216071051,43897835,216004441
44027283,215963799,43960554,215897197
44176030,216006039,44109281,215939426
44157873,216004742,44091120,215938127
44066471,216133519,43999724,216066905
44169076,215938244,44102318,215871628
44187208,215992805,44120456,215926200
44025611,215969574,43958853,215902965
44140508,216053852,44073740,215987236
43991754,215996772,43925010,215930166
44069851,215842901,44003097,215776293
44077269,216133981,44010523,216067371
44079599,215976016,44012844,215909393
43993766,216107930,43927012,216041306
43999517,216066323,43932778,215999715
43995532,215985828,43928767,215919220
44070440,215925282,44003680,215858648
44022467,215916402,43955711,215849789
44059548,215977107,43992810,215910500
44092534,215887810,44025785,215821194
44255531,215910175,44188767,215843541
44309922,215950990,44243172,215884382
44101231,215967700,44034472,215901073
44054379,215930075,43987625,215863445
44082902,215960411,44016128,215893802
44043414,215931299,43976644,215864682
44148834,216135127,44082087,216068510
44074094,216020433,44007329,215953810
44203693,216098703,44136933,216032083
44290826,216084773,44224070,216018166
44043039,215954195,43976285,215887585
44223240,216060708,44156494,215994104
44218086,215956829,44151327,215890202
44022986,215965026,43956237,215898422
43958517,216043338,43891757,215976715
43990840,216001268,43924091,215934664
43953635,215972419,43886889,215905821
43919554,216078178,43852796,216011582
43971494,216160905,43904736,216094298
43993269,215927177,43926502,215860555
44029380,216091747,43962618,216025148
43945212,216102179,43878449,216035588
44033572,215960062,43966834,215893468
44003158,216098524,43936390,216031914
43999384,215997848,43932641,215931240
43958833,216053250,43892068,215986639
43999091,215985340,43932333,215918733
44017760,215963098,43950979,215896480
43896098,216089368,43829352,216022750
43975089,216016509,43908337,215949903
43993573,215914041,43926832,215847451
43959338,216010247,43892580,215943638
44023343,216031252,43956578,215964625
44107304,215997955,44040565,215931352
43956244,216031779,43889485,215965164
44083155,216056923,44016401,215990317
43915646,216008883,43848891,215942274
44004640,215921444,43937888,215854816
44033188,216062367,43966441,215995740
43962994,216010168,43896243,215943566
44048552,215928708,43981791,215862104
43962174,216027874,43895430,215961282
43988455,215924800,43921715,215858201
44023005,216023888,43956249,215957283
43922935,215920707,43856158,215854089
43965726,216167186,43898982,216100578
44038636,216098362,43971890,216031764
43989162,215976858,43922397,215910230
44080465,216044767,44013694,215978159
44015505,216104093,43948733,216037487
43946085,215988177,43879339,215921563
43916584,215989015,43849823,215922392
43955565,216042699,43888811,215976083
43963204,216090347,43896448,216023740
43996960,216060180,43930211,215993568
43932377,215916894,43865625,215850279
43952630,215838773,43885882,215772170
44061435,216094525,43994678,216027909
44094997,215884829,44028254,215818219
43992300,215920965,43925557,215854356
43960813,216142431,43894044,216075795
44016303,216106886,43949543,216040273
44052293,215991021,43985531,215924411
43964337,216155791,43897578,216089167
43917837,216078377,43851077,216011763
44020776,216033809,43954027,215967192
44005869,215979620,43939103,215912979
43870113,216013987,43803342,215947359
44059931,216099614,43993187,216032997
43995755,216004554,43929019,215937941
43965366,215886997,43898590,215820362
43950313,215907170,43883540,215840535
43945476,216090677,43878727,216024060
43994458,215929064,43927692,215862438
43911912,215960916,43845165,215894296
44068070,215912280,44001310,215845658
43958550,216094496,43891801,216027882
44060594,216129152,43993849,216062542
43934364,215935902,43867621,215869284
43958587,216024823,43891812,215958213
43996585,215983761,43929827,215917143
43940855,216098377,43874098,216031753
44052387,215929985,43985648,215863389
43948923,215964856,43882183,215898245
44000058,215921930,43933296,215855302
43878622,215980906,43811849,215914274
43958876,215957465,43892116,215890852
44045834,215990843,43979071,215924214
43946466,216115798,43879717,216049182
44063656,216133276,43996908,216066648
44040045,215891665,43973291,215825043
43995328,215938932,43928560,215872320
43960697,216093381,43893935,216026759
44008940,215903823,43942200,215837204
44063217,215998549,43996444,215931919
44018590,216141975,43951843,216075362
44055352,216060666,43988595,215994056
44008685,215917913,43941906,215851283
44038876,215951705,43972130,215885092
44082013,216027344,44015278,215960739
43999764,215984679,43933020,215918060
43971303,216091974,43904560,216025369
44005411,216028168,43938694,215961565
44047851,215935066,43981078,215868437
44013931,215962825,43947179,215896213
43932365,215916899,43865623,215850291
43915236,216069712,43848475,216003100
44056839,215921964,43990099,215855353
44035113,215963671,43968357,215897047
43931383,215936833,43864636,215870217
43914114,216080581,43847371,216013950
43996703,215929898,43929932,215863265
44026662,216068383,43959909,216001754
44073070,216039883,44006315,215973266
44068797,215923324,44002050,215856707
43963552,216087937,43896802,216021344
44001205,216094363,43934428,216027723
43963667,216019733,43896921,215953133
43921658,215980866,43854897,215914246
44034268,215962461,43967523,215895844
43896486,215912853,43829733,215846234
44099684,215875032,44032936,215808412
43958374,215888344,43891621,215821722
43948660,216128968,43881908,216062348
44068922,216118777,44002178,216052166
44057075,216134212,43990330,216067597
44095411,215944335,44028655,215877709
44002661,215910620,43935909,215843995
43953472,215957236,43886716,215890624
43928423,216126664,43861677,216060057
43986929,215926372,43920171,215859727
44007985,215914507,43941237,215847887
43993702,216132055,43926953,216065434
44034184,216027045,43967434,215960440
43943690,216125211,43876938,216058614
43964775,216118490,43898005,216051865
43954283,216018907,43887518,215952277
43994897,216056611,43928150,215989999
43918220,215984315,43851466,215917684
44021254,216023090,43954478,215956474
43992705,215855042,43925947,215788415
44068624,215908117,44001884,215841520
43923423,216071246,43856679,216004641
44044009,216088908,43977266,216022295
44007464,215984661,43940700,215918040
43979112,216049875,43912368,215983256
43998852,216057250,43932103,215990652
43933097,216130200,43866346,216063575
43955417,215979867,43888664,215913255
43994554,215993995,43927795,215927366
44068980,216046025,44002226,215979404
43877221,216121052,43810473,216054427
44030083,215958446,43963334,215891837
43876343,216088649,43809575,216022025
44098451,216088229,44031690,216021613
44004200,216096479,43937445,216029848
43919149,215954190,43852396,215887571
44020442,216047958,43953700,215981350
43922980,215931414,43856230,215864796
43957594,216025828,43890832,215959206
44004493,216051616,43937727,215985011
44031462,215953490,43964710,215886874
44022540,216122656,43955795,216056052
43995114,215980104,43928362,215913494
43953389,215963969,43886648,215897363
44053556,216084979,43986812,216018380
43958180,216169108,43891430,216102492
44037928,216000778,43971166,215934168
43974867,216087909,43908110,216021293
44068521,215904662,44001764,215838039
44033708,216086913,43966958,216020308
43953892,216016722,43887134,215950108
44052781,215950063,43986041,215883475
44000122,215911607,43933362,215844998
43879406,216109139,43812640,216042514
44078773,215976840,44012001,215910219
44001131,215976129,43934386,215909525
43957809,216169470,43891064,216102863
44003022,216121190,43936269,216054578
43966790,216095969,43900029,216029370
43961253,216011918,43894483,215945307
44039723,216054806,43972957,215988181
43962575,216045419,43895803,215978801
43999102,215922852,43932357,215856258
43986080,215998881,43919300,215932256
43937259,215909466,43870501,215842837
43927323,216057628,43860565,215991013
44069993,215907275,44003238,215840663
43958350,216168409,43891587,216101810
44103788,216075711,44037031,216009108
43984558,215995771,43917797,215929170
44022539,216031510,43955768,215964917
44000176,216047763,43933408,215981136
44009036,215904218,43942268,215837620
44065531,215897374,43998785,215830789
43975641,216065618,43908883,215999015
44014309,215967568,43947540,215900955
44097494,216087123,44030724,216020522
43962483,215914948,43895724,215848333
44067009,215982435,44000251,215915839
43921209,216020210,43854458,215953607
43917800,216055336,43851061,215988760
43954029,216044752,43887266,215978131
43922717,215919884,43855972,215853283
44043940,215961477,43977186,215894876
44002309,215916056,43935542,215849467
43965284,216024781,43898528,215958172
43999961,215980892,43933214,215914279
43948653,215992264,43881897,215925651
44095477,216094760,44028712,216028171
44000179,216084066,43933430,216017485
44091755,216093887,44025009,216027285
44056881,216126692,43990116,216060111
44046113,216058128,43979364,215991519
43962141,215966989,43895368,215900387
43926762,215982389,43860006,215915798
44074215,215954761,44007465,215888153
43917980,216049060,43851212,215982436
44073992,216017941,44007238,215951352
43928935,215872194,43862180,215805593
43980396,216005563,43913641,215938964
44051307,216068779,43984559,216002197
44105394,216060282,44038645,215993678
43954274,215990753,43887496,215924126
43866840,216043853,43800068,215977256
44089712,216012998,44022960,215946384
44022751,215852118,43955977,215785505
44032610,216061923,43965829,215995294
43885335,215844633,43818556,215778025
44042710,215948886,43975945,215882282
44022305,216086024,43955563,216019423
43995234,215869922,43928469,215803294
43915374,215945146,43848613,215878546
43992739,215924113,43925987,215857501
43947740,216096584,43881002,216029988
43996594,215851635,43929826,215785038
44039346,216086394,43972577,216019790
44099509,215929963,44032738,215863371
44018618,215963229,43951853,215896646
43920351,215927353,43853600,215860769
44074401,216029337,44007638,215962719
43996938,215979800,43930172,215913206
44034669,216085403,43967923,216018835
44007995,216103389,43941229,216036805
44026509,216131993,43959741,216065395
43995862,215923021,43929107,215856426
44065957,215986058,43999188,215919451
44017239,215890381,43950471,215823785
43970014,216085094,43903260,216018466
44002628,215978717,43935855,215912124
44017818,216097695,43951068,216031078
43957898,216079246,43891142,216012662
44005554,216120687,43938798,216054094
44043927,215952279,43977152,215885673
43995116,215994933,43928357,215928340
43969317,216093454,43902563,216026843
44000354,215976411,43933602,215909790
43992438,215925913,43925693,215859338
44021398,216034203,43954637,215967594
43920804,215981707,43854057,215915100
43952805,215962521,43886037,215895899
44068260,215990389,44001511,215923804
44038425,215881484,43971660,215814887
44019801,216017347,43953052,215950759
43978983,216004422,43912237,215937817
43944266,215848147,43877503,215781558
44011445,215978602,43944686,215912011
43953141,216082986,43886390,216016395
43987514,215936984,43920766,215870406
44162781,216062795,44096030,215996195
44133416,216035343,44066652,215968728
44171176,216085656,44104412,216019032
44150018,215991572,44083259,215924990
44055143,215975854,43988394,215909273
44160975,216164429,44094235,216097841
44126468,216062234,44059697,215995644
44098032,216093227,44031273,216026640
44129456,216102264,44062698,216035664
44099943,216028345,44033182,215961753
44135545,215975836,44068774,215909255
44240896,215983141,44174124,215916544
44265372,215955083,44198627,215888484
44175152,215993575,44108402,215926992
44043462,216085337,43976693,216018746
44133430,215913974,44066651,215847370
44168596,215955085,44101841,215888492
44127524,215852310,44060773,215785692
44094681,215951716,44027917,215885095
44091086,216139082,44024340,216072498
44173042,215931162,44106293,215864590
44205355,216114948,44138585,216048341
44255028,215991525,44188257,215924940
44282653,216093458,44215903,216026851
44339900,215984466,44273147,215917892
44232314,215933339,44165546,215866758
44341804,215911389,44275060,215844820
44189666,215982663,44122913,215916062
44350753,215951105,44283998,215884511
44230254,216007100,44163485,215940498
44342237,216021063,44275492,215954467
44188039,215913108,44121273,215846521
43980657,216056504,43913885,215989903
44203429,216089233,44136654,216022619
44244447,216060498,44177675,215993889
44320249,216053790,44253494,215987207
44246562,216077315,44179807,216010718
44325480,216095653,44258726,216029080
44261488,216078261,44194720,216011664
44203602,216108500,44136838,216041902
44156977,216027115,44090219,215960527
44246923,216058507,44180164,215991925
44213415,215894888,44146672,215828313
44114414,216010814,44047649,215944210
44217067,216165187,44150301,216098581
44313528,215922286,44246771,215855688
44343342,216031199,44276597,215964626
44243186,216002858,44176423,215936270
44206557,215914582,44139793,215847971
44253889,215918949,44187117,215852351
44282354,215960637,44215578,215894030
44221786,216139480,44155042,216072870
44243234,215931153,44176477,215864542
44223667,216160601,44156915,216094029
44252222,216104916,44185468,216038338
44353539,215882257,44286774,215815677
44365806,216073762,44299050,216007186
44528614,216139329,44461863,216072730
44464550,216113293,44397779,216046682
44283751,216020156,44216991,215953561
44269812,216079150,44203052,216012556
44307600,216078224,44240839,216011632
44342795,215957035,44276032,215890421
44245340,215861964,44178568,215795364
44456632,216029010,44389881,215962440
44440670,215989712,44373914,215923106
44349039,216009624,44282270,215943057
44405411,216032620,44338659,215966045
44433118,216139089,44366360,216072482
44534563,216024838,44467799,215958237
44232558,215997096,44165800,215930514
44301804,216048685,44235046,215982100
44327549,216058771,44260802,215992195
44279115,215972054,44212360,215905461
44430390,215983590,44363613,215917002
44465432,215972626,44398665,215906024
44333990,215842915,44267235,215776346
44188182,216077841,44121430,216011242
44328073,215916432,44261286,215849847
44295447,216078612,44228667,216012009
44146601,216022669,44079842,215956055
43938905,215848894,43872150,215782311
44041462,215987485,43974701,215920906
43948947,215969424,43882182,215902829
43988070,215976908,43921311,215910298
44070179,215907572,44003438,215840989
44000756,215984684,43933995,215918092
44035813,216056648,43969043,215990043
43998700,215976996,43931940,215910420
44033330,215951081,43966575,215884494
44191839,216055752,44125075,215989153
44167015,216065737,44100251,215999129
44127307,215998427,44060541,215931829
44233579,216064201,44166811,215997589
44403356,215958409,44336591,215891812
44117472,216136772,44050716,216070176
44155169,216092409,44088420,216025823
44085891,215991702,44019109,215925117
43978849,216049592,43912099,215983007
44066495,216058707,43999714,215992129
44098405,216067235,44031656,216000667
44192808,215851499,44126060,215784920
44190447,215982355,44123676,215915793
44163030,216092746,44096250,216026154
44256931,215916948,44190158,215850333
44012428,216042642,43945667,215976052
43989125,215862675,43922361,215796091
44100586,216003138,44033820,215936534
44019560,215959733,43952803,215893144
43926821,216007942,43860053,215941339
44079341,215975709,44012584,215909139
43929228,215917454,43862462,215850868
44097631,215962037,44030881,215895457
43984994,215926196,43918236,215859614
44059248,216079256,43992486,216012688
43938994,216089433,43872225,216022862
44032673,216091517,43965917,216024927
44134877,216093769,44068098,216027171
44250349,216096028,44183594,216029459
44145286,216010637,44078526,215944058
44316741,216048595,44249978,215982011
44098613,216091605,44031827,216025035
44006512,216124835,43939754,216058256
44041836,215884701,43975081,215818132
44059224,216057795,43992453,215991208
44007084,216056151,43940328,215989588
44118786,216008466,44052018,215941886
44201792,215966922,44135025,215900352
44080580,216093768,44013816,216027196
44191864,216001942,44125109,215935368
44303749,215922830,44236993,215856251
44269710,215926152,44202944,215859570
44049733,216057048,43982968,215990459
44042243,216061974,43975474,215995389
44007146,216057623,43940387,215991062
43955745,215980002,43888996,215913439
44007783,216059589,43940998,215992985
43966538,215961034,43899781,215894454
43995515,215985818,43928750,215919237
43944243,215927505,43877491,215860941
44024109,216167152,43957327,216100563
44052715,216043286,43985953,215976725
43962073,215957316,43895303,215890727
43932439,216122630,43865658,216056041
44102442,216058591,44035685,215992022
43932388,215968547,43865634,215901980
44029606,216091484,43962846,216024922
44003477,216056699,43936704,215990123
44035320,216085275,43968538,216018696
43970414,215882906,43903657,215816338
44010422,215922770,43943662,215856202
44077515,215959623,44010734,215893045
43952682,216032214,43885929,215965654
44034734,216092503,43967980,216025938
44014835,215959835,43948060,215893261
44031212,215946004,43964466,215879444
44072158,215917880,44005388,215851298
43872938,216104274,43806185,216037718
43965546,216064932,43898782,215998358
43990477,215870038,43923713,215803443
43987115,215939427,43920361,215872853
43954041,216171158,43887274,216104583
43987110,215926102,43920360,215859546
44072433,215918611,44005655,215852047
44069219,216006833,44002450,215940253
44031191,216088385,43964423,216021801
43993135,215918046,43926377,215851473
44037978,215890626,43971209,215824038
44010077,216090552,43943310,216023971
43921245,215997613,43854486,215931043
43996782,215909785,43930031,215843218
44049782,215933605,43983014,215867018
44077139,215840709,44010375,215774125
43914988,215998220,43848248,215931668
44035049,216091157,43968290,216024599
44071213,215848147,44004459,215781587
43959529,216026915,43892766,215960343
44032133,215917969,43965364,215851387
44057062,216006172,43990302,215939610
43961644,215958749,43894893,215892180
43982998,216012167,43916214,215945578
44026860,216036390,43960091,215969812
43928288,215924001,43861535,215857440
43932147,216055323,43865389,215988749
44072161,215846714,44005375,215780127
44053882,215929492,43987113,215862918
44022236,216168515,43955464,216101924
43918877,216005113,43852122,215938531
44090483,216015258,44023716,215948685
44068099,216048401,44001336,215981821
43963802,216099454,43897039,216032870
44000373,216104349,43933614,216037771
43996576,215924852,43929805,215858272
43995379,215975192,43928615,215908621
43993174,215918025,43926401,215851434
44029881,215967317,43963123,215900743
44000042,216051414,43933290,215984854
44024458,215957397,43957699,215890806
43943841,215975021,43877086,215908447
43988029,215929297,43921255,215862723
44038775,216044963,43972016,215978377
44030691,216060707,43963940,215994141
44029284,216167596,43962517,216101020
43995097,215922258,43928323,215855655
44025382,216037333,43958636,215970778
43946140,216095607,43879372,216029028
43982581,216082711,43915825,216016139
44129567,216103123,44062816,216036577
44036395,215882470,43969626,215815893
43954858,215961467,43888081,215894870
43939814,216108102,43873047,216041498
44016445,215835341,43949697,215768771
43923183,216001821,43856424,215935249
44102881,215957292,44036127,215890719
43992749,216001899,43925990,215935315
43963916,216088577,43897152,216022004
44003616,216034030,43936861,215967456
44047897,215933969,43981110,215867367
43963108,216068397,43896351,216001820
44000185,215909979,43933433,215843399
44115667,216086846,44048907,216020269
43996244,216059331,43929490,215992748
44031019,215956946,43964271,215890389
43889709,215965144,43822957,215898579
43933186,215944210,43866407,215877630
43918247,215951454,43851492,215884889
43872065,216094932,43805300,216028351
44078247,215960414,44011493,215893849
44064296,215934426,43997550,215867864
43956150,215900259,43889396,215833674
44001112,215986367,43934356,215919784
44049641,215967533,43982879,215900951
44029591,215956361,43962815,215889769
43995755,215975839,43929007,215909269
44019313,216082322,43952559,216015759
43885015,216049734,43818268,215983145
44043555,216089297,43976806,216022749
44009670,216030542,43942897,215963962
43992605,215979510,43925853,215912931
43996437,216108802,43929676,216042219
44045749,215927383,43978967,215860811
44069868,216110624,44003112,216044052
43992000,215924315,43925237,215857728
44111724,216163492,44044964,216096916
44005659,215908091,43938901,215841509
43915535,215928085,43848761,215861489
43963069,216007508,43896301,215940931
43944991,216130012,43878254,216063457
44004232,216088221,43937456,216021624
43992405,215934676,43925628,215868075
44035391,216016607,43968616,215950017
43920750,215927974,43853983,215861394
44037609,215938075,43970860,215871511
44035742,216015742,43968993,215949154
44033772,216086304,43967015,216019732
44029789,216167113,43963030,216100515
43920922,216089079,43854176,216022502
44038311,216035173,43971545,215968601
43993275,215970653,43926509,215904069
43954308,215838109,43887546,215771516
44079598,216036383,44012823,215969810
43993890,215925499,43927130,215858910
44019308,216121249,43952549,216054676
43913778,216085466,43847021,216018894
44024857,215954972,43958089,215888359
44065771,216054323,43999015,215987733
43911632,216090705,43844869,216024112
43885540,215964213,43818788,215897628
43919865,216083483,43853105,216016903
44029483,216019470,43962695,215952853
44051509,215884766,43984766,215818187
44084862,216109469,44018087,216042882
44038343,216053067,43971592,215986489
43911594,216090239,43844829,216023638
44000493,215911744,43933714,215845139
44001817,215997956,43935059,215931367
44067643,216038611,44000865,215972037
43927533,215974938,43860785,215908371
43957412,216167283,43890659,216100700
43913560,216063180,43846801,215996584
44036662,216082912,43969904,216016330
44008237,215967479,43941471,215900883
44060667,216052255,43993901,215985669
43995346,215925583,43928573,215858990
43987784,215872204,43921021,215805624
44079979,215970979,44013231,215904405
43936613,215907517,43869841,215840923
44018539,215958681,43951784,215892117
43993074,216124446,43926317,216057870
43919445,215988689,43852674,215922091
44003495,215839110,43936736,215772505
44061947,215943447,43995173,215876869
43949937,216040596,43883189,215974031
43997746,216085984,43930982,216019406
44036264,215945592,43969505,215879000
44040027,215941835,43973252,215875237
44022820,215942134,43956066,215875548
44066521,216056158,43999750,215989543
43992876,215987414,43926119,215920852
43962243,216020111,43895475,215953533
43926568,216008163,43859808,215941592
44099379,215957718,44032618,215891149
43913924,215937877,43847161,215871292
44034665,216091555,43967912,216024983
44013099,216040421,43946345,215973845
43911187,216065551,43844412,215998957
43954723,216075749,43887964,216009181
43982427,215870893,43915677,215804325
43913423,216163657,43846645,216097073
44046218,215994508,43979456,215927926
44080792,216019331,44014018,215952744
43953510,216053936,43886748,215987354
44105138,216010841,44038378,215944270
44020637,216023175,43953876,215956579
44026672,216036064,43959903,215969488
44001391,216100768,43934638,216034193
44061600,216009818,43994862,215943264
44006696,216023777,43939939,215957208
43927837,216100104,43861063,216033507
43982646,216053468,43915881,215986890
43953579,216049252,43886826,215982677
43924451,215928855,43857692,215862301
44087339,216023548,44020566,215956949
43927088,215922652,43860313,215856080
44013091,216028129,43946338,215961565
44065270,215985168,43998515,215918602
43963348,216162881,43896596,216096300
44000242,215923228,43933476,215856654
44061294,216056743,43994522,215990162
43965163,216098583,43898413,216032021
43967219,216010011,43900462,215943437
44003575,216053019,43936812,215986441
43937044,215911690,43870262,215845100
44082392,215959371,44015622,215892776
44076673,215919004,44009889,215852415
44000828,215986133,43934042,215919556
43880422,215922723,43813666,215856154
43906969,216012414,43840213,215945831
44040979,216051973,43974202,215985389
44082282,216018372,44015510,215951766
43949334,216030974,43882582,215964394
43975724,216118260,43908963,216051668
44024680,216015029,43957924,215948440
44027069,216088931,43960309,216022339
44020272,215962607,43953507,215896016
43987812,216131755,43921061,216065180
43967711,215949659,43900934,215883041
44075096,215987131,44008331,215920552
44026404,216164855,43959644,216098268
43996209,216036305,43929454,215969743
43920420,215982587,43853656,215915996
43957753,215958048,43890989,215891463
44052972,215928344,43986212,215861780
43959802,215969805,43893043,215903238
44059238,216130993,43992478,216064410
44025054,216031045,43958283,215964450
44068160,216035016,44001406,215968448
44056911,216084682,43990148,216018097
43955405,216009030,43888639,215942451
43990122,216062384,43923369,215995798
44022327,215944666,43955549,215878089
44048944,216077289,43982180,216010704
44115990,216065553,44049218,215998954
43948577,215928803,43881815,215862239
44053611,215951257,43986856,215884693
44013721,216012680,43946942,215946087
43947631,215999394,43880858,215932817
44096582,215950292,44029820,215883706
43879970,215847414,43813219,215780830
43918827,215953440,43852075,215886869
43931517,215996063,43864748,215929475
44024528,216159571,43957756,216092976
44086201,215975511,44019430,215908935
44111966,215928768,44045206,215862178
44035815,216088860,43969060,216022297
43999607,215964317,43932845,215897737
44038689,216088570,43971936,216021983
44003516,215924073,43936748,215857476
43917667,215985362,43850890,215918749
44002855,215841788,43936094,215775193
44035384,216091347,43968629,216024776
43945187,215909676,43878435,215843101
43991733,215993177,43924972,215926603
44077733,215839068,44010972,215772507
43993302,215997251,43926545,215930666
43915504,216017176,43848736,215950608
43953543,216027272,43886789,215960697
43986020,215939998,43919270,215873436
44196751,215970438,44129978,215903857
44059790,216098688,43993035,216032114
44208995,216017606,44142218,215951005
44200061,216091555,44133300,216024963
44164458,216156818,44097707,216090262
44130808,215921164,44064048,215854600
44234855,216148395,44168100,216081817
44214966,216016214,44148215,215949642
44098156,216009133,44031396,215942548
44216730,216023179,44149962,215956582
44170476,216054045,44103715,215987476
44093632,215944525,44026871,215877952
44188825,216048521,44122047,215981927
44087351,216031701,44020603,215965129
44205542,216045611,44138793,215979034
44167566,215949974,44100803,215883378
44207433,216112859,44140667,216046263
44130238,216089689,44063460,216023106
44107860,216056254,44041100,215989676
44138727,216110385,44071964,216043801
44236584,216016117,44169814,215949528
44085081,216014009,44018323,215947431
44315497,215997088,44248734,215930519
44278575,216165118,44211803,216098513
44241599,215929681,44174841,215863105
44276316,216163263,44209556,216096676
44208114,215922193,44141355,215855630
44212180,215957063,44145406,215890476
44229545,215903317,44162792,215836759
44230078,216088659,44163327,216022082
44225502,216092203,44158760,216025634
44246512,215922201,44179747,215855632
44366829,216163869,44300074,216097299
44006866,215841359,43940098,215774766
44302762,215923300,44236011,215856726
44268864,216027858,44202104,215961280
44228290,216089942,44161528,216023358
44255255,216043509,44188509,215976937
44290026,215882787,44223275,215816214
44132839,216122425,44066068,216055833
44354439,216082572,44287657,216015993
44213029,216104162,44146275,216037595
44244120,215927184,44177350,215860584
44230138,216163865,44163368,216097286
44308327,216009883,44241576,215943321
44265255,216031477,44198494,215964889
44328238,216022231,44261461,215955666
44241311,216089204,44174551,216022625
44178462,215868922,44111703,215802338
44288653,216094092,44221886,216027507
44213454,215914820,44146685,215848242
44120285,215941443,44053510,215874851
44220522,216162710,44153784,216096150
44256181,215930959,44189433,215864395
44227798,216017739,44161020,215951146
44236225,216075355,44169460,216008767
44292325,216058178,44225548,215991579
44603372,215893580,44536603,215826964
44541166,216089402,44474396,216022802
44134947,216089091,44068171,216022493
44292436,216057038,44225648,215990444
