TR1,TR2,TP1,TP2
44138417,215996730,44071607,215930447
44273903,216025610,44207065,215959313
44215737,216016190,44148919,215949895
44094598,215888483,44027783,215822202
43934124,215872322,43867302,215806036
44183264,216085533,44116430,216019232
44246456,216067892,44179639,216001608
44266128,215919705,44199299,215853424
44218453,216018075,44151635,215951787
44226840,215958484,44160003,215892200
44215125,216034201,44148291,215967915
44305063,215958607,44238215,215892313
44111307,215935772,44044492,215869493
44066019,215976462,43999192,215910173
44008457,215918308,43941622,215852023
44124978,215873475,44058148,215807182
44202085,215920789,44135253,215854491
44132134,215976411,44065307,215910106
44204903,216121233,44138064,216054937
44159845,216041359,44093034,215975067
44094328,215950728,44027510,215884424
44161895,216028579,44095063,215962265
44236498,216162350,44169673,216096046
44180973,216087304,44114169,216021011
44055393,216075672,43988562,216009375
44194984,216108109,44128169,216041816
44176876,215991050,44110069,215924756
44210923,216121873,44144102,216055573
44029856,215965538,43963041,215899232
44205133,216095402,44138314,216029107
44169968,216134157,44103151,216067856
43977102,216073075,43910274,216006770
43908646,216054990,43841826,215988698
44110994,216086642,44044162,216020334
43980516,215992350,43913683,215926044
43992781,216056887,43925948,215990579
44043309,216056016,43976494,215989715
44075835,215920078,44009002,215853765
44025787,216085827,43958971,216019525
43994134,215998193,43927314,215931882
43995188,215993553,43928370,215927244
43971605,216028914,43904791,215962603
43961340,216083713,43894518,216017412
44028406,215957775,43961595,215891466
44059137,215995656,43992307,215929343
44047860,216063257,43981047,215996940
43942893,215921951,43876064,215855635
44000196,215929153,43933367,215862844
43996576,215935340,43929746,215869024
43990323,215981531,43923494,215915213
43953781,215905932,43886970,215839627
44010407,216110949,43943587,216044633
44036784,215957070,43969968,215890768
43986291,216086409,43919474,216020109
44028403,215886614,43961601,215820301
43919930,215941324,43853113,215875014
44042797,215941340,43975987,215875027
43999247,216145153,43932437,216078833
43992102,216006393,43925281,215940058
44055597,215989986,43988778,215923667
44003844,216089365,43937021,216023036
44027303,216024920,43960498,215958617
44090170,216046546,44023353,215980230
44091527,216018053,44024702,215951737
44077430,216026012,44010597,215959690
43916301,215932142,43849493,215865843
44035280,216004690,43968446,215938352
43936116,216008599,43869292,215942284
44013035,216002881,43946200,215936533
44057616,215996166,43990792,215929840
43880016,215838411,43813200,215772080
43960526,215964740,43893702,215898418
44012930,215970691,43946114,215904382
43964461,216051417,43897655,215985107
43960072,216022536,43893245,215956216
44033482,215961932,43966668,215895606
44051578,216000654,43984761,215934342
43932349,215991884,43865531,215925571
43986670,215989284,43919850,215922962
43950322,216122413,43883495,216056078
43921634,216002101,43854807,215935774
43881220,215838734,43814384,215772412
44066600,216051692,43999784,215985368
43957581,215842247,43890761,215775923
43979126,215886741,43912313,215820426
43982742,215966612,43915909,215900266
44115789,216003022,44048964,215936691
44056759,216013918,43989941,215947593
43932673,215935749,43865860,215869439
44009819,215978434,43942989,215912101
43988029,216103130,43921216,216036803
44004548,215976523,43937731,215910204
44087499,215842387,44020687,215776053
44080686,216028901,44013879,215962578
44043046,216132106,43976209,216065754
44046691,216072649,43979867,216006301
43970826,216017418,43904010,215951094
43994633,216007977,43927810,215941623
43872384,215978140,43805578,215911808
43984034,215925912,43917208,215859550
43996786,216129711,43929976,216063374
43995655,216011041,43928846,215944697
43936612,215926735,43869781,215860380
43970561,216013109,43903748,215946751
43953733,216036070,43886921,215969723
43961393,215948544,43894580,215882191
43960228,216057207,43893444,215990876
44034788,215958087,43967982,215891740
43998584,216073649,43931779,216007304
43922864,216005513,43856058,215939152
43921832,216084866,43855035,216018520
43988383,216102800,43921569,216036449
44013930,216128976,43947102,216062614
43958437,216024717,43891628,215958363
44071933,215899452,44005117,215833091
44003632,215847426,43936832,215781072
43909154,216005399,43842339,215939038
43966199,216025661,43899379,215959305
44028408,216073028,43961596,216006664
44043553,216052245,43976738,215985887
43937391,216008914,43870570,215942545
44111765,216045974,44044962,215979627
44063950,216047203,43997138,215980850
43996772,215995096,43929940,215928732
43999314,215910639,43932491,215844270
44013165,215960773,43946363,215894419
44095732,215961137,44028921,215894796
44022183,216021896,43955376,215955545
44037757,216039092,43970950,215972739
43965232,215969281,43898422,215902928
43983788,215882642,43916967,215816276
43923486,215878937,43856672,215812578
44043997,216074832,43977187,216008483
43884394,215922121,43817592,215855766
43924295,215923181,43857474,215856825
43962614,216035902,43895811,215969546
43966630,215903877,43899816,215837530
44074644,215965353,44007825,215898988
43914871,216132279,43848061,216065929
43974763,216026304,43907958,215959957
43917422,216089289,43850609,216022930
43997296,216047303,43930492,215980944
44047466,215943895,43980651,215877526
43930606,216131903,43863805,216065554
44057393,215980014,43990593,215913679
44001816,215930665,43935003,215864296
44030094,216025264,43963277,215958898
44077705,216001718,44010898,215935351
43963976,216022258,43897161,215955896
44028449,215955238,43961644,215888863
43923888,216059775,43857093,215993424
44035330,216068670,43968522,216002302
43986509,215923434,43919699,215857075
43925956,215918959,43859148,215852604
44003676,216076758,43936875,216010404
44060956,215924769,43994154,215858404
44081284,215926978,44014473,215860604
44004258,215972244,43937461,215905886
44004506,215972018,43937708,215905638
44000612,215911905,43933804,215845532
44097701,216043161,44030898,215976795
43929266,216077456,43862461,216011086
43932459,215938063,43865651,215871701
44058536,215996325,43991723,215929944
43919532,216084635,43852710,216018260
43950127,215915261,43883322,215848913
43953571,216056229,43886737,215989853
44061418,215970372,43994615,215904022
44068453,215919830,44001625,215853467
43968474,216030026,43901678,215963686
43957115,216034244,43890293,215967877
44105540,216133595,44038739,216067260
44050237,216065538,43983425,215999171
44037879,215996476,43971068,215930121
44034201,215955610,43967390,215889255
43991625,216128235,43924812,216061879
43928681,216057026,43861871,215990679
44013769,215918705,43946954,215852343
44022049,215846437,43955225,215780063
44074330,215987701,44007507,215921318
44077406,215852520,44010589,215786146
44038392,216038457,43971591,215972104
43915465,215948399,43848645,215882039
44045474,216011932,43978655,215945566
43980329,216011038,43913514,215944663
44042111,216012221,43975294,215945857
43999404,215981716,43932581,215915348
43990369,216052193,43923558,215985823
44005776,216102834,43938957,216036464
43957005,216095284,43890188,216028915
44084273,216032003,44017456,215965647
44019041,215964657,43952225,215898271
43958436,216120978,43891638,216054620
44033532,216130370,43966725,216064004
44102416,215956029,44035604,215889648
43872603,215936493,43805793,215870117
44034438,215955903,43967630,215889530
44047807,216071565,43981002,216005185
43885028,215922010,43818224,215855644
44057112,215926586,43990288,215860200
43965052,216041676,43898247,215975300
43960643,216023034,43893843,215956669
44001301,215921454,43934494,215855083
44035715,215896764,43968905,215830397
44033344,216095227,43966539,216028864
43982816,216072548,43916004,216006176
43988388,215946146,43921579,215879772
43996597,215991694,43929797,215925323
44046198,215990736,43979395,215924362
44003167,216005626,43936364,215939233
43948386,216087027,43881583,216020638
44024723,216030134,43957923,215963757
44038122,216068432,43971324,216002070
43979803,216133437,43912984,216067045
43958267,216054602,43891467,215988229
44035078,216128837,43968262,216062458
44030858,216091082,43964052,216024694
43997879,215983252,43931065,215916873
43917155,216068613,43850330,216002205
43996053,216074165,43929264,216007787
44058629,215998795,43991823,215932411
44048911,215934273,43982104,215867889
44028904,215965037,43962103,215898648
43947963,216003483,43881147,215937093
43963309,216156048,43896503,216089683
43922400,216061311,43855587,215994912
43952037,216110510,43885234,216044123
43975055,216054731,43908245,215988337
43983212,216094188,43916391,216027796
44103950,216051276,44037138,215984882
43999885,215930573,43933069,215864179
44071861,216008592,44005062,215942219
44060712,216100140,43993911,216033752
44029486,216022816,43962687,215956434
44092007,215962355,44025202,215895961
44095212,215962752,44028401,215896340
43955501,215964720,43888694,215898323
43922288,216080366,43855474,216013968
44033462,215955341,43966666,215888970
43975214,216133416,43908398,216067026
43921583,216084637,43854782,216018257
43995998,216074242,43929191,216007842
43994640,215927114,43927824,215860720
43877636,215837270,43810823,215770876
43900983,215961879,43834184,215895497
44098918,216027129,44032113,215960730
43956914,216094898,43890101,216028494
43978153,216134065,43911346,216067671
44024437,216168148,43957639,216101771
44111709,216009225,44044887,215942819
43997775,215936770,43930978,215870385
44050275,216012280,43983471,215945885
44005958,216000785,43939146,215934394
43998448,216069745,43931625,216003344
43955669,215910280,43888864,215843883
44088483,215846079,44021659,215779677
44084432,215977108,44017638,215910704
44116121,216009420,44049315,215943015
44223987,216086362,44157187,216019981
44211578,216089042,44144780,216022662
44245742,215882883,44178933,215816466
44133385,215850319,44066584,215783927
44088101,216097348,44021297,216030939
43957826,216035089,43891016,215968702
44152738,215963072,44085920,215896670
44173990,215981236,44107182,215914842
44016028,215850441,43949225,215784036
44335766,216056508,44268983,215990122
44274147,215906660,44207357,215840285
44151153,215915994,44084355,215849615
44161796,215878222,44095008,215811836
44052588,216008939,43985782,215942548
43920884,216088925,43854070,216022540
43917716,216086472,43850905,216020076
44017450,215904798,43950659,215838422
43917620,215991842,43850816,215925452
44080469,216017929,44013657,215951531
44016549,216043445,43949746,215977051
44002309,215924039,43935504,215857659
44089937,216133891,44023147,216067503
44023978,216166594,43957151,216100182
44229984,215943174,44163175,215876768
44123130,216052577,44056326,215986182
44355694,216083170,44288892,216016786
44188921,215922272,44122108,215855879
44060040,215935443,43993235,215869048
44022313,216022336,43955502,215955927
44026468,216041716,43959664,215975324
43949124,215973141,43882313,215906748
44086682,216016824,44019893,215950438
44360985,216054342,44294187,215987943
44163894,215955480,44097085,215889098
44121972,215989197,44055173,215922828
44255084,215931876,44188290,215865492
44015387,215899202,43948599,215832805
44021892,216116434,43955094,216050044
44115420,215987594,44048613,215921188
43952901,215902793,43886103,215836411
43951211,216055029,43884399,215988629
43977765,215883554,43910975,215817179
44096504,216162648,44029691,216096264
44026784,216168889,43959981,216102496
43971441,215963123,43904634,215896719
44262698,216001591,44195889,215935190
44254453,216132188,44187641,216065803
44134684,215919679,44067882,215853284
44440936,216061944,44374119,215995544
44582863,215924622,44516048,215858225
44364861,216091421,44298053,216025027
44233933,215931529,44167131,215865139
44310889,215990254,44244084,215923863
44198857,216086417,44132046,216020023
44131271,215990160,44064466,215923769
44491203,216154005,44424392,216087613
44429117,216000029,44362313,215933635
44434432,216060249,44367626,215993856
44534825,215962428,44468019,215896023
44325822,216006556,44259018,215940162
44212442,216090755,44145650,216024358
44400502,216042467,44333696,215976074
44197867,216038772,44131066,215972373
44098680,215890658,44031880,215824264
44489003,216037431,44422194,215971029
44360185,216014186,44293379,215947783
44231345,215995066,44164539,215928655
44315517,215996892,44248715,215930499
44147731,216035142,44080940,215968749
44202650,215997136,44135859,215930726
44280686,215919099,44213885,215852690
44353700,216164542,44286892,216098140
44261428,215899444,44194618,215833036
44279853,215976770,44213043,215910355
44315743,216013569,44248942,215947169
44230701,215831856,44163903,215765459
44232674,215996815,44165873,215930398
44055412,215927270,43988613,215860876
43930481,215940573,43863680,215874191
44258737,216123307,44191927,216056911
44186032,216124856,44119221,216058448
44225376,215975429,44158575,215909024
44209928,215899223,44143118,215832824
44215963,216054986,44149168,215988581
44291604,215886161,44224806,215819756
44175246,215877587,44108431,215811186
44131176,216103413,44064362,216037016
44011880,216056830,43945070,215990424
44247364,215998988,44180571,215932604
44211940,215906952,44145116,215840540
44333584,216001871,44266799,215935472
44330873,216056824,44264057,215990407
44212343,215907059,44145542,215840649
44238630,216087627,44171832,216021210
44367728,216004094,44300925,215937680
44364729,215958450,44297909,215892039
44299216,216015761,44232428,215949360
44129236,216005008,44062435,215938604
44146599,215910860,44079783,215844441
44177194,215990856,44110391,215924438
44218004,216020700,44151207,215954284
44102210,216097579,44035399,216031166
44157941,215903629,44091117,215837195
44161912,216023536,44095103,215957128
44164283,216010911,44097495,215944517
44173345,216091465,44106544,216025055
44170671,215880120,44103866,215813713
44198637,215991416,44131837,215925011
44134353,215928211,44067553,215861807
44153970,215981797,44087190,215915406
44037929,215971925,43971121,215905495
44154827,216022443,44088012,215956021
44117739,216057476,44050932,215991061
44245119,216064735,44178314,215998337
44186607,216057216,44119798,215990801
44133615,215999613,44066814,215933201
44046265,216008128,43979456,215941703
43891718,216124769,43824905,216058362
44064832,215933233,43998036,215866816
44031063,215961870,43964263,215895465
44091585,216029859,44024786,215963455
44039518,216133642,43972708,216067234
43977214,216029539,43910423,215963138
43982564,216050324,43915759,215983900
44052511,216085830,43985699,216019425
43870582,215852518,43803782,215786122
44061916,216058502,43995129,215992100
43966100,216018137,43899287,215951724
44019358,216089812,43952550,216023394
43967180,216039579,43900370,215973172
43920660,216085077,43853861,216018668
44027754,216089092,43960952,216022678
43993551,215943583,43926757,215877169
44000763,216012122,43933966,215945733
44039738,216069932,43972926,216003526
44077676,215976701,44010863,215910292
44022440,216022706,43955649,215956312
43970349,216107073,43903534,216040659
43962352,216141677,43895559,216075280
44095671,215974044,44028880,215907657
43926395,216081905,43859584,216015493
43924075,215990536,43857258,215924117
43999033,215928360,43932252,215861959
43947977,216099222,43881175,216032823
44070862,215927699,44004058,215861298
44090713,215900685,44023917,215834279
44003949,215851770,43937152,215785363
43975586,216022476,43908775,215956062
44026503,215957723,43959726,215891321
44024203,216168405,43957395,216102005
44030523,216129831,43963732,216063429
44065962,216007369,43999146,215940950
43988315,215928847,43921498,215862437
44074579,216132376,44007779,216065965
44081518,215983616,44014708,215917202
44019895,216097454,43953093,216031049
43963925,215962962,43897122,215896555
43987835,216012783,43921020,215946373
44056773,215995040,43989994,215928635
43930584,216050575,43863796,215984168
43997354,215933124,43930550,215866710
43916648,215878653,43849851,215812248
43932644,215989640,43865841,215923228
44001840,216044354,43935029,215977936
43996197,215913806,43929387,215847387
44067397,215908632,44000605,215842235
43973864,216000117,43907076,215933720
44037622,216098174,43970806,216031754
44003605,216140366,43936807,216073963
43987043,215925512,43920242,215859101
43995562,216013734,43928789,215947350
44000012,216124490,43933226,216058100
44022834,216028987,43956039,215962574
43953508,216094223,43886694,216027804
43958501,216086673,43891696,216020251
43987704,216008815,43920902,215942408
43908961,216170504,43842166,216104095
44107719,216056230,44040917,215989817
43866661,216005967,43799849,215939547
44052602,216140005,43985807,216073606
44082380,215974551,44015565,215908148
44018468,216090182,43951665,216023772
44091815,216030135,44025022,215963737
44035138,216044846,43968318,215978430
43913419,216083611,43846627,216017205
44047733,215987687,43980943,215921291
44052065,216090897,43985253,216024479
43884870,216103444,43818092,216037050
44064301,215993650,43997497,215927251
44003177,216103420,43936374,216037015
44092148,215964789,44025341,215898380
43954375,215954596,43887552,215888185
43907190,216069351,43840383,216002954
44035563,215954301,43968756,215887893
44025134,216091690,43958334,216025298
43922086,216061648,43855260,215995226
43995682,215914326,43928866,215847902
43992943,215921665,43926127,215855249
44008545,216120059,43941747,216053663
44099974,216025575,44033162,215959162
44030585,215964906,43963779,215898503
43987136,215959699,43920360,215893312
44033702,215950540,43966898,215884122
44111916,216013120,44045112,215946708
43922913,216009105,43856096,215942687
44003696,215972330,43936899,215905936
43983651,215931458,43916845,215865053
44016323,216051867,43949523,215985469
43962363,216017259,43895571,215950853
43955943,216095377,43889130,216028953
44022643,216167927,43955842,216101517
44042228,216163182,43975438,216096780
44062805,216043795,43995997,215977387
43997885,216018098,43931080,215951683
44054265,215921272,43987461,215854855
44025074,215909508,43958270,215843086
44010698,215921813,43943898,215855414
43969823,216040537,43903008,215974113
44042668,215943087,43975875,215876692
43921446,216087369,43854645,216020954
44050065,215982810,43983281,215916399
43926854,216015406,43860053,215948986
43993121,215929692,43926317,215863263
44015397,215850559,43948587,215784155
44076615,215917360,44009793,215850937
43956027,216089152,43889215,216022725
43979351,216130828,43912553,216064425
44034970,216060890,43968164,215994470
43917359,216130873,43850551,216064465
44047938,215943450,43981159,215877054
43995789,215994072,43928987,215927667
43919577,215979669,43852759,215913255
43960141,216046613,43893349,215980211
43954660,215962497,43887861,215896092
44095022,215911740,44028228,215845330
43957824,216023325,43891034,215956928
43990556,216000333,43923768,215933924
44039177,215953237,43972389,215886839
44052005,216005449,43985205,215939035
43997773,215872815,43930959,215806387
44020842,216090364,43954039,216023958
44028668,216112234,43961875,216045828
44033942,216164304,43967165,216097898
44023671,215919090,43956886,215852681
44100330,216023169,44033535,215956758
43977702,216131990,43910891,216065562
43928373,216104523,43861558,216038091
43925754,216010361,43858961,215943942
44007724,216064595,43940901,215998164
44004262,215905745,43937453,215839322
43952191,215961893,43885398,215895489
44035834,216033905,43969031,215967494
44048824,216003498,43982020,215937096
43992292,215996036,43925486,215929628
44038701,216055099,43971901,215988691
43997504,215931420,43930724,215865024
43990695,216054455,43923889,215988057
44020808,216085795,43954012,216019384
44026817,215900581,43960018,215834175
44023092,216137787,43956280,216071372
43982502,216089286,43915697,216022874
43954728,216035647,43887918,215969240
43977128,215998927,43910322,215932504
43929247,215980246,43862435,215913825
43987835,215922154,43921039,215855749
43935341,216126201,43868549,216059795
43962259,216045011,43895455,215978605
44017382,215899799,43950574,215833370
44029044,215942882,43962251,215876492
43988033,216000275,43921245,215933887
43918819,216051598,43852017,215985181
44003657,216054303,43936855,215987895
43990708,215985336,43923899,215918924
44061153,216059281,43994337,215992863
44023903,215918857,43957099,215852449
44093643,215980694,44026840,215914293
43966295,216017415,43899510,215951017
44092400,216087925,44025602,216021520
43921044,215942864,43854244,215876460
43919174,216160301,43852373,216093882
43934736,215916878,43867955,215850480
44005596,216001695,43938786,215935268
44008898,216086949,43942091,216020542
44095217,215962735,44028417,215896335
43896866,216012098,43830075,215945694
43971394,216060965,43904581,215994558
43994142,215938386,43927343,215871970
43925060,216056106,43858254,215989692
43884590,216096593,43817780,216030162
44017582,215845317,43950778,215778898
44020013,215904842,43953205,215838419
44000857,215978270,43934057,215911847
43961689,216091149,43894896,216024743
44026407,216031054,43959603,215964633
44094673,216006324,44027869,215939887
44051304,215981582,43984498,215915160
43994648,216133477,43927855,216067048
44076193,215973591,44009387,215907167
43880613,216113862,43813821,216047451
44018334,215916755,43951537,215850338
44027991,215969552,43961200,215903145
44095921,216093119,44029124,216026703
44106940,216131756,44040171,216065348
43913581,216134657,43846786,216068243
44053527,215998823,43986735,215932393
44007038,215920883,43940254,215854466
44005720,215927845,43938926,215861416
44024892,216022332,43958096,215955908
44027198,215966784,43960392,215900354
44098651,215959330,44031852,215892901
44036901,216089668,43970106,216023259
43986336,216009164,43919538,215942752
44067324,215977341,44000529,215910916
44064924,215920868,43998125,215854436
43957078,216090674,43890280,216024234
43964480,215955257,43897685,215888832
44035983,216029165,43969191,215962737
44018432,215898730,43951641,215832320
44072609,216085203,44005803,216018783
44031481,215969142,43964695,215902727
44061539,216007703,43994737,215941277
43880088,215919841,43813298,215853416
43953575,216054738,43886768,215988313
44003554,216103080,43936746,216036638
44025889,216085342,43959088,216018911
44030812,216039965,43964023,215973540
44038283,216095463,43971494,216029045
44106717,216132017,44039919,216065571
43925303,216008760,43858503,215942345
44053196,216055462,43986400,215989044
44005447,215992630,43938636,215926201
43880378,215988168,43813576,215921734
