Timestamp,True_X,True_Y,True_Z,Calc_X,Calc_Y,A0_True_Distance,A0_Raw_Dist,A0_RX_Power,A0_FP_Power,A0_Quality,A0_AI_Dist,A0_Final_Filtered_Dist,A1_True_Distance,A1_Raw_Dist,A1_RX_Power,A1_FP_Power,A1_Quality,A1_AI_Dist,A1_Final_Filtered_Dist,A2_True_Distance,A2_Raw_Dist,A2_RX_Power,A2_FP_Power,A2_Quality,A2_AI_Dist,A2_Final_Filtered_Dist,A3_True_Distance,A3_Raw_Dist,A3_RX_Power,A3_FP_Power,A3_Quality,A3_AI_Dist,A3_Final_Filtered_Dist,A4_True_Distance,A4_Raw_Dist,A4_RX_Power,A4_FP_Power,A4_Quality,A4_AI_Dist,A4_Final_Filtered_Dist,A5_True_Distance,A5_Raw_Dist,A5_RX_Power,A5_FP_Power,A5_Quality,A5_AI_Dist,A5_Final_Filtered_Dist,A6_True_Distance,A6_Raw_Dist,A6_RX_Power,A6_FP_Power,A6_Quality,A6_AI_Dist,A6_Final_Filtered_Dist,A7_True_Distance,A7_Raw_Dist,A7_RX_Power,A7_FP_Power,A7_Quality,A7_AI_Dist,A7_Final_Filtered_Dist
1776464354.9784596,2.667,0.6985,1.2319,2.6059053659985114,0.9517103130833846,0.6858,0.87,-58.42,-75.68,155.68,1.0620088239145467,1.0172982746653,1.143,1.36,-56.1,-75.63,162.68,1.4702683273109936,1.409318579614083,2.54,2.38,-57.28,-73.46,129.06,2.5741519360717096,2.469048545042817,2.66065,2.43,-58.12,-73.09,72.5,2.68264052785979,2.5749909553436408,0.49529999999999996,0.35,-56.14,-75.07,166.04,0.516820697840656,0.4964477129557137,1.0922,1.4,-56.84,-82.71,99.0,1.3120270737617765,1.26141591749312,2.5019,2.31,-58.7,-75.99,184.0,2.45106138817992,2.358430611100712,2.6162,2.33,-59.11,-87.28,144.29,2.4526699753800414,2.361859643061418
1776464355.2545493,2.667,0.6985,1.2319,2.724327188563001,1.0550133599909248,0.6858,0.84,-57.21,-73.64,141.41,1.0535303045870212,1.0561655409902888,1.143,1.35,-54.89,-74.45,116.4,1.465935183701971,1.470428949905812,2.54,2.4,-58.09,-74.55,140.53,2.5828349025168937,2.5915865324909557,2.66065,2.41,-59.55,-76.29,74.18,2.6660802837329736,2.6831352407507243,0.49529999999999996,0.36,-57.49,-73.85,188.54,0.5199934532932644,0.522789820678594,1.0922,1.51,-56.6,-85.2,65.32,1.508427147204602,1.4837992559756488,2.5019,2.33,-58.7,-79.22,164.21,2.464782109191743,2.483740005459757,2.6162,2.33,-58.47,-77.03,152.61,2.457039477190007,2.4802543183692056
1776464355.390875,2.667,0.6985,1.2319,2.7520663955833315,1.065345350130943,0.6858,0.82,-57.42,-77.28,135.06,0.9058222299180098,0.9408472345162018,1.143,1.36,-55.47,-75.84,141.34,1.4677683273109934,1.4800926200128492,2.54,2.31,-59.27,-79.34,147.07,2.5457667660333665,2.577262838303445,2.66065,2.43,-59.44,-76.76,89.42,2.6710802837329735,2.6967707919834654,0.49529999999999996,0.37,-56.99,-76.47,186.5,0.5315174321187756,0.5345006567280918,1.0922,1.44,-56.71,-87.61,89.07,1.500927147204602,1.5164992054826345,2.5019,2.37,-58.43,-77.03,156.04,2.493580709526773,2.5139939399608395,2.6162,2.31,-58.43,-78.52,145.43,2.4470394771900073,2.4759538069190508
1776464355.5255704,2.667,0.6985,1.2319,2.7751492815392202,1.023789275782946,0.6858,0.83,-59.2,-75.69,128.38,0.8423095914753401,0.8643394170790267,1.143,1.36,-56.08,-74.95,192.33,1.4690183273109936,1.4778579578193758,2.54,2.38,-59.25,-72.84,167.93,2.55846595705308,2.574659586338788,2.66065,2.49,-58.55,-75.33,137.88,2.7035802837329737,2.7162864186794957,0.49529999999999996,0.36,-56.34,-74.54,107.15,0.5161422331313914,0.5239577064970731,1.0922,1.45,-55.61,-89.92,55.14,1.4669168481870034,1.4935167548985018,2.5019,2.38,-58.17,-77.6,263.56,2.4970372277279385,2.5198844367725113,2.6162,2.28,-61.02,-90.68,99.25,2.5347458333160002,2.5397318661773958
1776464355.684094,2.667,0.6985,1.2319,2.7585468317106674,0.9759992969625295,0.6858,0.84,-59.73,-75.31,135.09,0.9467389409671891,0.9243485591163261,1.143,1.37,-55.85,-76.62,180.08,1.4746433273109936,1.4813564156968726,2.54,2.4,-58.6,-74.56,141.47,2.575334902516894,2.5863745797235493,2.66065,2.52,-59.1,-77.51,154.32,2.7306812881474998,2.742574292793034,0.49529999999999996,0.34,-55.58,-76.51,161.79,0.5193686984322865,0.5237037316014198,1.0922,1.41,-56.02,-87.64,15.89,1.2807745421606611,1.34412632601287,2.5019,2.41,-59.92,-78.15,176.33,2.623757699506916,2.6191541673829084,2.6162,2.22,-61.23,-94.15,62.65,2.4947458333160006,2.526127744054624
1776464355.8395152,2.667,0.6985,1.2319,2.7467793501295468,1.0363698535542096,0.6858,0.86,-58.47,-76.03,107.72,1.0301941863449047,1.0042984330395202,1.143,1.32,-57.14,-77.3,204.4,1.439167077627406,1.4544884829861042,2.54,2.33,-56.18,-76.02,161.07,2.551032990607896,2.569656622974641,2.66065,2.52,-60.21,-80.27,128.91,2.729440211601372,2.744721836492701,0.49529999999999996,0.38,-57.18,-74.67,134.09,0.5250889675836258,0.5271711479319378,1.0922,1.47,-56.32,-83.4,93.47,1.5031146472046018,1.4727455037480048,2.5019,2.39,-58.88,-79.24,173.71,2.5062620414983274,2.5508324364596655,2.6162,2.34,-59.44,-78.31,117.66,2.447428656272633,2.4826797060609436
1776464356.1160617,2.667,0.6985,1.2319,2.717465208762202,0.9389265297023229,0.6858,0.84,-59.6,-77.18,115.78,1.0353797309405044,1.0298448274647236,1.143,1.32,-55.99,-75.45,102.3,1.4377457724176406,1.4461612943132645,2.54,2.31,-57.54,-74.81,190.75,2.5471050908556383,2.5626809657503036,2.66065,2.56,-60.13,-79.43,123.88,2.7595455781311995,2.7722477069759717,0.49529999999999996,0.38,-56.03,-73.01,171.71,0.5387245861881473,0.5398047486738884,1.0922,1.4,-55.98,-89.74,81.33,1.2006365974506956,1.269363980114134,2.5019,2.39,-60.44,-80.1,168.71,2.6377165337408517,2.642313639598344,2.6162,2.42,-58.51,-78.41,117.0,2.468541953376711,2.490601500912846
1776464356.3931081,2.667,0.6985,1.2319,2.679433009454756,0.9366702534677687,0.6858,0.87,-58.75,-73.79,103.66,1.0817675579118227,1.075014651438697,1.143,1.32,-56.18,-73.89,192.58,1.4321988974176407,1.4395119161237167,2.54,2.33,-57.22,-73.79,145.0,2.5416542915433937,2.5558608471459214,2.66065,2.6,-58.6,-81.24,122.44,2.677284046216205,2.710574292203224,0.49529999999999996,0.39,-56.17,-72.74,130.19,0.5389133672260044,0.5425871317762538,1.0922,1.38,-56.92,-89.24,57.27,1.2443034655372731,1.248565366819824,2.5019,2.42,-58.82,-78.52,172.21,2.5226386030561163,2.5658413668635753,2.6162,2.35,-58.43,-76.38,157.79,2.461997325210996,2.4814013376166333
1776464356.6559846,2.667,0.6985,1.2319,2.685822686393008,0.9065829335162827,0.6858,0.86,-58.65,-78.61,115.97,1.0225399460642002,1.0373468964924397,1.143,1.29,-56.93,-75.35,158.93,1.3103905852351234,1.3381696444982079,2.54,2.33,-60.02,-75.5,120.14,2.5406340483178784,2.550157703241728,2.66065,2.5,-59.0,-74.59,88.31,2.780169582246815,2.7739928908396,0.49529999999999996,0.37,-55.9,-72.43,130.03,0.5332493047260043,0.5376952972508303,1.0922,1.43,-57.32,-87.42,73.91,1.2703057480307762,1.2645512875472869,2.5019,2.4,-58.41,-83.83,156.79,2.5294934437946472,2.5471483274790714,2.6162,2.5,-57.99,-77.21,150.07,2.481871622068311,2.4912669961215084
1776464356.9538362,2.667,0.6985,1.2319,2.676649967931671,0.9425875299627471,0.6858,0.89,-58.92,-76.59,109.0,1.0827928374028226,1.0752242931725586,1.143,1.33,-57.05,-75.29,191.5,1.4041141835800819,1.3877633106843594,2.54,2.32,-57.82,-79.23,158.38,2.52766888411505,2.5368657752519894,2.66065,2.4,-58.31,-78.83,55.01,2.692872234577423,2.7178901132364253,0.49529999999999996,0.38,-56.31,-74.95,160.75,0.5458838624579423,0.54609399595921,1.0922,1.4,-56.52,-86.52,105.97,1.2781701488868327,1.2751853032366711,2.5019,2.38,-59.6,-81.9,139.96,2.5377509574539356,2.547213840299031,2.6162,2.42,-58.4,-84.54,128.04,2.478121622068311,2.489148684525728
