Timestamp         , True_X            , True_Y            , True_Z, Calc_X                , Calc_Y               , Calc_Z                , A0_True_Distance  , A0_Raw_Dist, A0_RX_Power, A0_FP_Power, A0_Quality, A0_AI_Dist         , A0_Final_Filtered_Dist, A1_True_Distance  , A1_Raw_Dist, A1_RX_Power, A1_FP_Power, A1_Quality, A1_AI_Dist        , A1_Final_Filtered_Dist, A2_True_Distance  , A2_Raw_Dist, A2_RX_Power, A2_FP_Power, A2_Quality, A2_AI_Dist        , A2_Final_Filtered_Dist, A3_True_Distance  , A3_Raw_Dist, A3_RX_Power, A3_FP_Power, A3_Quality, A3_AI_Dist          , A3_Final_Filtered_Dist, A4_True_Distance   , A4_Raw_Dist, A4_RX_Power, A4_FP_Power, A4_Quality, A4_AI_Dist         , A4_Final_Filtered_Dist, A5_True_Distance  , A5_Raw_Dist, A5_RX_Power, A5_FP_Power, A5_Quality, A5_AI_Dist        , A5_Final_Filtered_Dist, A6_True_Distance   , A6_Raw_Dist, A6_RX_Power, A6_FP_Power, A6_Quality, A6_AI_Dist         , A6_Final_Filtered_Dist, A7_True_Distance  , A7_Raw_Dist, A7_RX_Power, A7_FP_Power, A7_Quality, A7_AI_Dist         , A7_Final_Filtered_Dist
1776464354.9784596, 2.667             , 0.6985            , 1.2319, 2.5974326333783644    , 0.9505491063522642   , 1.4631990677396849    , 0.6858            , 0.87       , -58.42     , -75.68     ,     155.68, 1.0620088239145467 ,    1.0158345673741371 , 1.143             , 1.36       , -56.1      , -75.63     ,     162.68, 1.4702683273109936,     1.4063436730145626, 2.54              , 2.38       , -57.28     , -73.46     ,     129.06, 2.5741519360717096,     2.462232383998637 , 2.66065           , 2.43       , -58.12     , -73.09     ,      72.5 , 2.68264052785979    , 2.566004084593228     , 0.49529999999999996, 0.35       , -56.14     , -75.07     ,     166.04, 0.5168206978406559 ,    0.49435025225666696, 1.0922            ,        1.4 , -56.84     , -82.71     ,      99.0 , 1.3120270737617765,     1.2549824679848347, 2.5019             ,        2.31, -58.7      , -75.99     ,     184.0 , 2.45106138817992   ,    2.344493594404961  , 2.6162            ,        2.33, -59.11     , -87.28     ,     144.29, 2.4526699753800414 ,    2.3460322430919804
1776464355.2545493, 2.667             , 0.6985            , 1.2319, 2.695918902018031     , 1.050196937336416    , 1.433563169648937     , 0.6858            , 0.84       , -57.21     , -73.64     ,     141.41, 1.053530304587021  ,    1.0468847549006666 , 1.143             , 1.35       , -54.89     , -74.45     ,     116.4 , 1.465935183701971 ,     1.4554206408367838, 2.54              , 2.4        , -58.09     , -74.55     ,     140.53, 2.5828349025168937,     2.5615382505438817, 2.66065           , 2.41       , -59.55     , -76.29     ,      74.18, 2.6660802837329736  , 2.6484315736729345    , 0.49529999999999996, 0.36       , -57.49     , -73.85     ,     188.54, 0.5199934532932644 ,    0.5154639365572263 , 1.0922            ,        1.51, -56.6      , -85.2      ,      65.32, 1.508427147204602 ,     1.4634978943112837, 2.5019             ,        2.33, -58.7      , -79.22     ,     164.21, 2.464782109191743  ,    2.443535946100692  , 2.6162            ,        2.33, -58.47     , -77.03     ,     152.61, 2.457039477190007  ,    2.4374407635038233
1776464355.390875 , 2.667             , 0.6985            , 1.2319, 2.730350272207974     , 1.0601898123794409   , 1.3373410244515747    , 0.6858            , 0.82       , -57.42     , -77.28     ,     135.06, 0.9058222299180098 ,    0.9388550728383273 , 1.143             , 1.36       , -55.47     , -75.84     ,     141.34, 1.4677683273109934,     1.4669879035630806, 2.54              , 2.31       , -59.27     , -79.34     ,     147.07, 2.5457667660333665,     2.5533585680704   , 2.66065           , 2.43       , -59.44     , -76.76     ,      89.42, 2.671080283732974   , 2.6693430280700077    , 0.49529999999999996, 0.37       , -56.99     , -76.47     ,     186.5 , 0.5315174321187754 ,    0.5287609243757694 , 1.0922            ,        1.44, -56.71     , -87.61     ,      89.07, 1.5009271472046017,     1.5009124581158406, 2.5019             ,        2.37, -58.43     , -77.03     ,     156.04, 2.493580709526773  ,    2.486338974159196  , 2.6162            ,        2.31, -58.43     , -78.52     ,     145.43, 2.4470394771900073 ,    2.4485984004242343
1776464355.5255704, 2.667             , 0.6985            , 1.2319, 2.760410176280913     , 1.0202404022847722   , 1.3006847351411885    , 0.6858            , 0.83       , -59.2      , -75.69     ,     128.38, 0.8423095914753401 ,    0.8625320655252516 , 1.143             , 1.36       , -56.08     , -74.95     ,     192.33, 1.4690183273109936,     1.4706759252260375, 2.54              , 2.38       , -59.25     , -72.84     ,     167.93, 2.55846595705308  ,     2.5605843680015097, 2.66065           , 2.49       , -58.55     , -75.33     ,     137.88, 2.7035802837329737  , 2.699226161794841     , 0.49529999999999996, 0.36       , -56.34     , -74.54     ,     107.15, 0.5161422331313914 ,    0.5202622689483897 , 1.0922            ,        1.45, -55.61     , -89.92     ,      55.14, 1.4669168481870034,     1.4834536984875841, 2.5019             ,        2.38, -58.17     , -77.6      ,     263.56, 2.4970372277279385 ,    2.499449613307374  , 2.6162            ,        2.28, -61.02     , -90.68     ,      99.25, 2.5347458333160007 ,    2.5182953001279587
1776464355.684094 , 2.667             , 0.6985            , 1.2319, 2.7458217543684613    , 0.9732294563203093   , 1.432563136735145     , 0.6858            , 0.84       , -59.73     , -75.31     ,     135.09, 0.9467389409671891 ,    0.922809640647285  , 1.143             , 1.37       , -55.85     , -76.62     ,     180.08, 1.4746433273109936,     1.4760022072507226, 2.54              , 2.4        , -58.6      , -74.56     ,     141.47, 2.575334902516894 ,     2.575546545136835 , 2.66065           , 2.52       , -59.1      , -77.51     ,     154.32, 2.7306812881474998  , 2.7281766445011058    , 0.49529999999999996, 0.34       , -55.58     , -76.51     ,     161.79, 0.5193686984322866 ,    0.5204698723234601 , 1.0922            ,        1.41, -56.02     , -87.64     ,      15.89, 1.2807745421606613,     1.3347995279135176, 2.5019             ,        2.41, -59.92     , -78.15     ,     176.33, 2.623757699506916  ,    2.6009156904601927 , 2.6162            ,        2.22, -61.23     , -94.15     ,      62.65, 2.4947458333160006 ,    2.50604716618336
1776464355.8395152, 2.667             , 0.6985            , 1.2319, 2.736178287930355     , 1.03496083263297     , 1.420861385670107     , 0.6858            , 0.86       , -58.47     , -76.03     ,     107.72, 1.0301941863449047 ,    1.0038514411660402 , 1.143             , 1.32       , -57.14     , -77.3      ,     204.4 , 1.439167077627406 ,     1.4496041545711313, 2.54              , 2.33       , -56.18     , -76.02     ,     161.07, 2.551032990607896 ,     2.5600799345994596, 2.66065           , 2.52       , -60.21     , -80.27     ,     128.91, 2.729440211601372   , 2.7340001506081846    , 0.49529999999999996, 0.38       , -57.18     , -74.67     ,     134.09, 0.5250889675836258 ,    0.5247916632349137 , 1.0922            ,        1.47, -56.32     , -83.4      ,      93.47, 1.503114647204602 ,     1.4663713228790487, 2.5019             ,        2.39, -58.88     , -79.24     ,     173.71, 2.5062620414983274 ,    2.5357492035628093 , 2.6162            ,        2.34, -59.44     , -78.31     ,     117.66, 2.447428656272633  ,    2.4652836669799005
1776464356.1160617, 2.667             , 0.6985            , 1.2319, 2.7051597358417494    , 0.9354339905368825   , 1.5471379765953555    , 0.6858            , 0.84       , -59.6      , -77.18     ,     115.78, 1.0353797309405044 ,    1.0311357186570878 , 1.143             , 1.32       , -55.99     , -75.45     ,     102.3 , 1.4377457724176406,     1.4411982563996848, 2.54              , 2.31       , -57.54     , -74.81     ,     190.75, 2.5471050908556383,     2.553051179539734 , 2.66065           , 2.56       , -60.13     , -79.43     ,     123.88, 2.7595455781311995  , 2.761083173308892     , 0.49529999999999996, 0.38       , -56.03     , -73.01     ,     171.71, 0.5387245861881473 ,    0.5372799965610298 , 1.0922            ,        1.4 , -55.98     , -89.74     ,      81.33, 1.2006365974506956,     1.2584099755739975, 2.5019             ,        2.39, -60.44     , -80.1      ,     168.71, 2.6377165337408517 ,    2.6254051059121855 , 2.6162            ,        2.42, -58.51     , -78.41     ,     117.0 , 2.468541953376711  ,    2.4715260666946843
1776464356.3931081, 2.667             , 0.6985            , 1.2319, 2.6692837536682696    , 0.9349905349297192   , 1.5664327840259513    , 0.6858            , 0.87       , -58.75     , -73.79     ,     103.66, 1.0817675579118224 ,    1.0750155196541602 , 1.143             , 1.32       , -56.18     , -73.89     ,     192.58, 1.4321988974176407,     1.4342412410961964, 2.54              , 2.33       , -57.22     , -73.79     ,     145.0 , 2.5416542915433937,     2.54580259362511  , 2.66065           , 2.6        , -58.6      , -81.24     ,     122.44, 2.677284046216205   , 2.698975900117548     , 0.49529999999999996, 0.39       , -56.17     , -72.74     ,     130.19, 0.5389133672260042 ,    0.5401468275817753 , 1.0922            ,        1.38, -56.92     , -89.24     ,      57.27, 1.244303465537273 ,     1.240190037712129 , 2.5019             ,        2.42, -58.82     , -78.52     ,     172.21, 2.5226386030561163 ,    2.5519064014024577 , 2.6162            ,        2.35, -58.43     , -76.38     ,     157.79, 2.461997325210996  ,    2.4666323683752074
1776464356.6559846, 2.667             , 0.6985            , 1.2319, 2.6784208271568892    , 0.9052716461358256   , 1.5249092730623148    , 0.6858            , 0.86       , -58.65     , -78.61     ,     115.97, 1.0225399460642002 ,    1.037356544096443  , 1.143             , 1.29       , -56.93     , -75.35     ,     158.93, 1.3103905852351234,     1.3349247160404654, 2.54              , 2.33       , -60.02     , -75.5      ,     120.14, 2.5406340483178784,     2.5427041029554434, 2.66065           , 2.5        , -59.0      , -74.59     ,      88.31, 2.780169582246815   , 2.764871502935733     , 0.49529999999999996, 0.37       , -55.9      , -72.43     ,     130.03, 0.5332493047260043 ,    0.5358811597278694 , 1.0922            ,        1.43, -57.32     , -87.42     ,      73.91, 1.2703057480307762,     1.2584762755169654, 2.5019             ,        2.4 , -58.41     , -83.83     ,     156.79, 2.5294934437946472 ,    2.5370759088120045 , 2.6162            ,        2.5 , -57.99     , -77.21     ,     150.07, 2.481871622068311  ,    2.480605718190513
1776464356.9538362, 2.667             , 0.6985            , 1.2319, 2.6708732938577757    , 0.9416181657095293   , 1.5402945602219733    , 0.6858            , 0.89       , -58.92     , -76.59     ,     109.0 , 1.0827928374028226 ,    1.0755863595359358 , 1.143             , 1.33       , -57.05     , -75.29     ,     191.5 , 1.404114183580082 ,     1.3852319635637866, 2.54              , 2.32       , -57.82     , -79.23     ,     158.38, 2.52766888411505  ,     2.531284766091667 , 2.66065           , 2.4        , -58.31     , -78.83     ,      55.01, 2.692872234577423   , 2.711114915768577     , 0.49529999999999996, 0.38       , -56.31     , -74.95     ,     160.75, 0.5458838624579424 ,    0.5447617038059506 , 1.0922            ,        1.4 , -56.52     , -86.52     ,     105.97, 1.2781701488868327,     1.2704792105539036, 2.5019             ,        2.38, -59.6      , -81.9      ,     139.96, 2.5377509574539356 ,    2.539418080313409  , 2.6162            ,        2.42, -58.4      , -84.54     ,     128.04, 2.478121622068311  ,    2.4808299097266753
