0.17,-57.64,-78.85,92.14,0.127,0.19,-56.40,-74.75,140.31,0.254
0.16,-57.27,-73.69,95.23,0.127,0.21,-56.44,-78.37,147.68,0.254
0.16,-58.44,-75.76,87.44,0.127,0.18,-56.43,-75.55,158.54,0.254
0.14,-57.46,-78.50,112.14,0.127,0.21,-55.55,-75.10,158.57,0.254
0.16,-57.78,-75.07,101.37,0.127,0.18,-56.49,-77.03,181.54,0.254
0.14,-57.76,-75.14,111.08,0.127,0.18,-56.12,-73.27,165.96,0.254
0.18,-58.40,-77.44,133.36,0.127,0.20,-56.78,-74.34,167.21,0.254
0.16,-57.17,-74.35,105.50,0.127,0.18,-56.65,-78.25,172.00,0.254
0.16,-58.01,-75.09,102.85,0.127,0.18,-56.24,-74.07,164.36,0.254
0.17,-57.52,-78.30,102.78,0.127,0.21,-55.97,-75.27,158.75,0.254
0.16,-58.29,-75.75,91.71,0.127,0.21,-57.12,-79.34,167.42,0.254
0.17,-57.83,-74.50,93.40,0.127,0.17,-56.74,-76.43,143.36,0.254
0.16,-57.55,-79.20,111.53,0.127,0.23,-55.68,-73.92,147.62,0.254
0.15,-57.46,-74.47,99.91,0.127,0.22,-55.54,-75.75,186.00,0.254
0.16,-57.33,-77.04,108.03,0.127,0.20,-55.99,-74.54,189.04,0.254
0.15,-57.59,-80.06,109.78,0.127,0.20,-55.45,-73.88,195.75,0.254
0.15,-58.09,-75.39,105.60,0.127,0.17,-56.05,-74.34,188.67,0.254
0.16,-57.62,-77.65,94.18,0.127,0.18,-56.46,-73.85,116.93,0.254
0.16,-57.94,-74.90,114.68,0.127,0.21,-56.44,-77.27,151.50,0.254
0.14,-57.20,-75.96,117.28,0.127,0.17,-55.83,-73.61,192.12,0.254
0.19,-56.82,-78.47,88.95,0.127,0.22,-56.60,-74.25,117.00,0.254
0.17,-57.81,-74.20,112.62,0.127,0.22,-55.90,-75.83,227.15,0.254
0.18,-56.67,-78.17,92.80,0.127,0.17,-56.28,-73.52,166.75,0.254
0.16,-57.52,-74.15,110.62,0.127,0.22,-55.57,-74.38,195.37,0.254
0.16,-57.67,-78.57,101.25,0.127,0.18,-55.48,-75.91,141.91,0.254
0.15,-57.75,-75.33,93.31,0.127,0.18,-56.26,-73.08,132.81,0.254
0.15,-58.59,-76.51,112.44,0.127,0.22,-55.86,-75.77,162.46,0.254
0.15,-58.45,-75.58,100.73,0.127,0.17,-56.30,-73.46,117.95,0.254
